SKU,Name,Units,UOM,Price,Mfg,Notes
PIP-1400,Steel Pipe SCH40 1/2in x 6m,86,Pc,166.30,Tenaris,
MTR-1854,Stepper Motor 5HP,1,PCS,2955.36,WEG,backorder ok
WSH-1384,Fiber Washer M16,1182,pcs,0.74,McMaster-Carr,quarterly order
ELC-2041,Circuit Breaker 40A,50,PCS,120.79,ABB,see attached spec
SLV-1915,Shaft Coupling 30mm,3,EA,147.11,Rexnord,approved by mgr
WLD-2130,Flux Core Wire E71T-1 1.2mm x 15kg,55,EA,65.06,Bohler,
ELC-2040,Circuit Breaker 32A,35,pcs.,342.94,Schneider Electric,
FLG-1522,Blind Flange 3in 150#,56,pc,172.55,Texas Flange,
NUT-1270,Weld Nut M6,8853,ea.,2.23,Fastenal,
VLV-1579,Check Valve Swing 1.5in,7,ea.,358.51,Emerson,quarterly order
NUT-1281,Acorn Nut M8,3662,EA,2.60,McMaster-Carr,need by Friday
PIP-1428,Galvanized Pipe 2in x 6m,127,ea.,89.95,Nippon Steel,new requirement
ELC-2053,Overload Relay 10A,3,ea,102.22,ABB,backorder ok
BRG-1078,Self-Aligning Bearing 51105,418,Pc,66.26,NTN,
ORG-1994,O-Ring Buna-N 40mm ID,74,Pc,24.12,Freudenberg,quarterly order
PRS-1701,Flow Meter 4in line,29,pcs,127.23,Endress+Hauser,
PIP-1459,Chrome Moly Pipe 1.5in x 6m,29,pcs.,161.58,Tenaris,approved by mgr
BLT-1164,  Stud Bolt M12x60 ,515,pcs,3.06,Fastenal,urgent
PMP-1890,Peristaltic Pump 2in 10HP,5,pc,2384.07,Sulzer,need by Friday
BRG-1042,Thrust Ball Bearing 6310,314,pcs.,76.48,Koyo,
NUT-1226,Flange Nut 1/2in,6163,pcs,2.69,McMaster-Carr,new requirement
LUB-1976,Chain Lubricant 5L,40,pc,55.48,Total,
ELB-1498,Reducing Elbow 1in,24,EA,71.42,Smith-Cooper,new requirement
ORG-2011,  O-Ring Silicone 50mm ID ,252,EA,34.71,Parker,check inventory first
WSH-1332,Belleville Washer M10,9933,PCS,0.51,Grainger,replacement
BRG-1047,Thrust Ball Bearing NU210,406,EA,11.46,NSK,standard
LUB-1968,Gear Oil 200L,16,pcs,359.51,Total,check inventory first
NUT-1227,Flange Nut 5/8in,4967,pcs.,0.15,Fastenal,
ELC-2065,Control Transformer 40A,4,pc,306.15,ABB,urgent
WSH-1363,Tab Washer M12,936,Pc,0.17,Grainger,
ELC-2056,Overload Relay 32A,47,pcs,273.45,Allen-Bradley,quarterly order
BRG-1041,Thrust Ball Bearing 6208,112,ea.,52.34,Koyo,new requirement
PMP-1887,Gear Pump 4in 25HP,4,PCS,7137.43,Grundfos,see attached spec
MTR-1821,Electric Motor 3Phase 1HP,6,PCS,2528.72,Regal Beloit,see attached spec
MTR-1821,Electric Motor 3Phase 1HP,6,PCS,2528.72,Regal Beloit,see attached spec
BLT-1157,  U-Bolt 1/2x2in ,1800,pcs,1.35,Hilti,
ELB-1478,Elbow 45deg 4in,105,Pc,75.53,Anvil International,
BRG-1047,Thrust Ball Bearing NU210,75,pcs,15.00,NSK,new requirement
GSK-1639,Ring Joint Gasket 1in 150#,28,pcs.,22.54,Garlock,need by Friday
MTR-1859,Stepper Motor 25HP,9,PCS,1327.31,WEG,
SLV-1931,shaft key 30mm,23,pc,182.13,John Crane,quarterly order
NUT-1285,acorn nut m20,9210,ea.,1.59,Fastenal,
ORG-2002,O-Ring Viton 40mm ID,240,ea.,34.33,Trelleborg,backorder ok
BRG-1071,Self-Aligning Bearing 6208,144,pcs.,59.44,FAG,new requirement
SLV-1910,SHAFT SLEEVE 60MM,21,pcs.,68.34,Lovejoy,see attached spec
VLV-1614,Diaphragm Valve 4in,40,ea,738.80,Velan,quarterly order
BLT-1172,Anchor Bolt M10x40,3466,PCS,1.69,Grainger,
PIP-1450,Copper Tube Type L 1in x 6m,127,pcs.,150.39,ArcelorMittal,backorder ok
LUB-1966,Gear Oil 5L,27,pc,373.24,Mobil,new requirement
BLT-1102,Hex Bolt M10x40,830,PCS,3.86,Grainger,
GSK-1668,Kammprofile Gasket 2in 150#,80,pc,9.16,Teadit,urgent
GSK-1646,ptfe envelope gasket 1in 150#,113,PCS,28.57,Garlock,see attached spec
WSH-1326,Spring Washer 1/2in,3532,pcs.,0.44,Nord-Lock,new requirement
WLD-2112,Welding Rod E7018 1.2mm x 15kg,50,pcs.,108.80,ESAB,
HSE-1769,Hydraulic Filter 1/2in,11,pcs.,401.29,Eaton,check inventory first
VLV-1598,Needle Valve 4in,33,PCS,37.00,Velan,
VLV-1598,Needle Valve 4in,33,PCS,37.00,Velan,
BRG-1070,Self-Aligning Bearing 6205,261,Pc,9.50,Timken,need by Friday
BLT-1117,socket head cap screw 1/2x2in,4148,pcs,7.89,Fastenal,approved by mgr
PMP-1893,PERISTALTIC PUMP 4IN 25HP,1,pcs,4435.93,Grundfos,quarterly order
FLT-1799,Fuel Filter 50 Micron,50,EA,80.74,Hydac,
GSK-1655,Rubber Gasket 3in 150#,52,pcs.,15.12,Lamons,
NUT-1210,Lock Nut Nylon Insert M6,9750,PCS,0.84,Grainger,backorder ok
FLT-1819,Strainer Basket 1 Micron,17,ea,76.37,Hydac,urgent
FLT-1819,Strainer Basket 1 Micron,17,ea,76.37,Hydac,urgent
HSE-1769,Hydraulic Filter 1/2in,33,pcs,623.45,Eaton,
PRS-1685,Pressure Gauge 0-300C,5,PCS,97.81,Yokogawa,need by Friday
WSH-1307,flat washer 5/8in,5282,pcs,0.30,Grainger,
NUT-1259,Castle Nut 1in,6232,pcs,1.06,McMaster-Carr,
BLT-1119,Socket Head Cap Screw 3/4x4in,2345,Pc,5.76,Grainger,
MTR-1840,Servo Motor 0.5HP,2,pcs.,1214.57,Regal Beloit,check inventory first
PIP-1454,Copper Tube Type L 4in x 6m,59,ea,125.64,POSCO,replacement
BRG-1058,Needle Roller Bearing 51105,195,EA,57.97,NSK,
BLT-1147,Eye Bolt 1/2x2in,1677,ea,0.57,McMaster-Carr,see attached spec
MTR-1821,Electric Motor 3Phase 1HP,5,pcs.,1274.74,Regal Beloit,quarterly order
NUT-1201,  Hex Nut M8 ,5039,pcs,2.49,Wurth,
GSK-1634,Spiral Wound Gasket 3in 150#,60,pcs,36.48,Lamons,
SLV-1946,Mechanical Seal 25mm,2,pcs,270.16,Rexnord,quarterly order
ELB-1493,Street Elbow 90deg 3in,96,Pc,37.73,Bonney Forge,approved by mgr
BLT-1109,Hex Bolt 3/4x4in,4584,Pc,1.00,Grainger,replacement
PMP-1876,Diaphragm Pump 1in 5HP,5,pcs.,7522.13,Ebara,
NUT-1201,Hex Nut M8,8432,ea.,1.81,Wurth,
PIP-1419,Carbon Steel Pipe SCH80 1.5in x 6m,198,EA,69.74,ArcelorMittal,urgent
SLV-1919,SHAFT COUPLING 75MM,27,pcs,87.16,Dodge,urgent
VLV-1608,Diaphragm Valve 1/2in,21,ea.,743.90,Emerson,quarterly order
PIP-1412,SS Pipe SCH10 2in x 6m,184,EA,273.11,POSCO,backorder ok
ORG-2006,O-Ring Silicone 15mm ID,398,ea,7.81,SKF,need by Friday
PMP-1901,Booster Pump 1.5in 7.5HP,4,pcs,6846.64,Sulzer,need by Friday
PRS-1689,Temperature Gauge 0-200psi,10,EA,195.23,WIKA,see attached spec
ORG-2015,Oil Seal 20mm ID,84,pcs.,28.57,James Walker,replacement
NUT-1267,Cage Nut 5/8in,6287,Pc,0.15,Grainger,
BLT-1111,Socket Head Cap Screw M8x30,3608,ea,6.34,Grainger,replacement
PRS-1712,Pressure Transmitter 0-150C,24,PCS,186.00,Endress+Hauser,
BLT-1186,Structural Bolt M20x100,1168,ea,2.58,Grainger,urgent
HSE-1764,Hydraulic Filter 1/2in x 3m,24,ea.,165.69,Parker,new requirement
BLT-1146,Eye Bolt M20x100,1383,EA,1.82,Wurth,
VLV-1630,  Solenoid Valve 4in ,38,EA,811.49,Velan,quarterly order
GSK-1676,Metal Jacketed Gasket 3in 150#,194,pc,28.04,Flexitallic,need by Friday
BLT-1143,Eye Bolt M10x50,1806,pc,7.63,Hilti,new requirement
NUT-1233,COUPLING NUT M12,7849,pc,0.22,Fastenal,replacement
ELC-2053,Overload Relay 10A,3,EA,77.20,ABB,standard
NUT-1293,T-NUT M12,2524,pcs.,1.45,McMaster-Carr,quarterly order
FLG-1520,Blind Flange 1in 150#,66,pcs,95.65,Boltex,
WLD-2109,Welding Rod E7018 4.0mm x 5kg,38,EA,101.30,Hobart,
NUT-1212,Lock Nut Nylon Insert M10,2704,PCS,2.93,Grainger,backorder ok
ORG-2010,O-Ring Silicone 40mm ID,108,pc,34.49,Parker,standard
ORG-2010,O-Ring Silicone 40mm ID,108,pc,34.49,Parker,standard
MTR-1855,Stepper Motor 7.5HP,3,ea.,2826.82,Siemens,approved by mgr
PIP-1459,Chrome Moly Pipe 1.5in x 6m,131,pcs,260.73,Tenaris,new requirement
GSK-1673,Kammprofile Gasket 2in 300#,161,ea,12.05,Flexitallic,
FLG-1506,  Weld Neck Flange 3in 150# ,99,Pc,235.36,Bonney Forge,
BRG-1037,SPHERICAL ROLLER BEARING NU210,89,pcs,55.75,SKF,
ORG-2005,O-Ring Silicone 10mm ID,253,ea,36.33,Freudenberg,
WSH-1367,Tab Washer 5/8in,4438,pc,0.13,Nord-Lock,
VLV-1557,Ball Valve Full Port 3in,27,ea.,595.13,Neles,need by Friday
BLT-1128,CARRIAGE BOLT 5/8X3IN,1152,pc,7.19,McMaster-Carr,backorder ok
PIP-1452,  Copper Tube Type L 2in x 6m ,109,ea,160.32,Nippon Steel,replacement
NUT-1218,Lock Nut Nylon Insert 3/4in,7892,EA,1.29,Grainger,urgent
WSH-1338,Belleville Washer 3/4in,245,EA,0.72,Nord-Lock,check inventory first
VLV-1622,RELIEF VALVE 4IN,32,ea.,773.80,Swagelok,
GSK-1676,  Metal Jacketed Gasket 3in 150# ,165,pcs,41.39,Flexitallic,new requirement
FLT-1817,Strainer Basket 50 Micron,46,Pc,49.30,Parker,
FLT-1817,Strainer Basket 50 Micron,46,Pc,49.30,Parker,
WSH-1324,Spring Washer M16,7763,Pc,0.91,Grainger,
ELC-2076,Terminal Block 160A,47,ea.,71.38,ABB,quarterly order
BLT-1115,Socket Head Cap Screw M16x80,1596,PCS,5.91,Grainger,urgent
NUT-1250,Castle Nut M6,7600,pc,2.67,McMaster-Carr,replacement
PRS-1722,THERMOCOUPLE TYPE K 4IN LINE,30,ea,282.98,Ashcroft,
BRG-1049,Thrust Ball Bearing UC205,278,ea.,43.93,INA,
PMP-1880,DIAPHRAGM PUMP 3IN 20HP,4,PCS,6356.43,Flowserve,
NUT-1210,Lock Nut Nylon Insert M6,8641,ea.,2.82,Grainger,replacement
GSK-1672,Kammprofile Gasket 8in 150#,80,pcs,31.72,Garlock,replacement
NUT-1235,Coupling Nut M20,312,ea,1.68,Wurth,urgent
VLV-1597,Needle Valve 3in,34,PCS,513.27,Swagelok,
VLV-1619,Relief Valve 1.5in,41,pcs,494.25,Cameron,approved by mgr
BLT-1191,lag bolt m8x30,1394,EA,1.77,Hilti,need by Friday
ELB-1482,LONG RADIUS ELBOW 90DEG 1IN,51,PCS,72.14,Smith-Cooper,
HSE-1772,Quick Disconnect Coupling 1/2in x 3m,10,ea.,487.39,Danfoss,
ELC-2038,Circuit Breaker 16A,44,PCS,349.90,Allen-Bradley,check inventory first
HSE-1752,Hydraulic Cylinder 3/8in,5,EA,30.52,Hydac,quarterly order
ELC-2072,Terminal Block 32A,25,pcs,54.02,Allen-Bradley,
BRG-1001,Deep Groove Ball Bearing 6208,102,ea,72.14,Timken,quarterly order
PMP-1884,Gear Pump 2in 10HP,1,pcs.,7703.38,Grundfos,backorder ok
MTR-1858,Stepper Motor 20HP,8,pcs.,1297.74,Baldor,replacement
MTR-1858,Stepper Motor 20HP,8,pcs.,1297.74,Baldor,replacement
HSE-1777,  Quick Disconnect Coupling 1/2in ,35,Pc,272.38,Bosch Rexroth,urgent
BLT-1159,u-bolt 3/4x4in,3725,EA,6.80,McMaster-Carr,need by Friday
MTR-1825,electric motor 3phase 7.5hp,2,EA,2424.65,ABB,
BRG-1007,Deep Groove Ball Bearing NU210,311,pcs,57.36,SKF,see attached spec
BRG-1007,Deep Groove Ball Bearing NU210,311,pcs,57.36,SKF,see attached spec
MTR-1827,Electric Motor 3Phase 15HP,9,pcs,3340.81,Siemens,see attached spec
FLG-1548,Lap Joint Flange 6in 150#,52,ea.,219.74,Texas Flange,see attached spec
VLV-1623,Relief Valve 6in,30,Pc,548.29,Flowserve,urgent
ELC-2062,Control Transformer 16A,7,PCS,347.93,Schneider Electric,see attached spec
MTR-1845,Servo Motor 7.5HP,8,ea,1511.65,Regal Beloit,check inventory first
HSE-1772,Quick Disconnect Coupling 1/2in x 3m,40,Pc,218.76,Danfoss,
NUT-1292,T-Nut M10,9636,Pc,1.78,Fastenal,new requirement
PIP-1430,Galvanized Pipe 4in x 6m,118,ea.,92.42,ArcelorMittal,see attached spec
ELB-1467,Elbow 90deg 1.5in,116,EA,30.85,Smith-Cooper,urgent
GSK-1633,Spiral Wound Gasket 2in 150#,126,PCS,24.26,Garlock,
NUT-1240,Wing Nut M6,3986,pc,0.52,Grainger,replacement
HSE-1741,Hydraulic Fitting 3/4in x 3m,7,Pc,172.12,Bosch Rexroth,
BLT-1195,Lag Bolt M16x80,1504,pcs.,7.01,Fastenal,standard
NUT-1213,lock nut nylon insert m12,8381,pcs,1.78,Fastenal,check inventory first
PIP-1449,Copper Tube Type L 3/4in x 6m,139,pc,314.97,US Steel,backorder ok
PIP-1459,Chrome Moly Pipe 1.5in x 6m,136,EA,132.75,Tenaris,
VLV-1594,Needle Valve 1in,29,ea,59.44,Emerson,
ELC-2051,Contactor 100A,10,EA,178.89,Allen-Bradley,standard
PIP-1441,CPVC Pipe 3/4in x 6m,33,ea.,60.64,Tenaris,
HSE-1738,Hydraulic Fitting 1/4in x 1m,48,pcs,419.40,Bosch Rexroth,
WSH-1373,sealing washer m12,3997,pcs,1.16,Fastenal,
BLT-1160,Stud Bolt M6x20,191,pcs.,5.12,Fastenal,urgent
HSE-1763,Hydraulic Filter 3/8in x 2m,10,EA,539.57,Parker,
HSE-1763,Hydraulic Filter 3/8in x 2m,10,EA,539.57,Parker,
MTR-1868,Explosion Proof Motor 20HP,7,ea,2965.93,Regal Beloit,urgent
PIP-1426,Galvanized Pipe 1in x 6m,59,pc,252.26,Nippon Steel,approved by mgr
WSH-1306,Flat Washer 1/2in,6724,ea.,1.14,Nord-Lock,need by Friday
WSH-1306,Flat Washer 1/2in,6724,ea.,1.14,Nord-Lock,need by Friday
ELC-2051,Contactor 100A,34,ea.,362.41,Allen-Bradley,standard
ELB-1493,street elbow 90deg 3in,197,PCS,31.25,Bonney Forge,urgent
ELC-2100,Push Button Switch 160A,8,pc,88.13,Schneider Electric,
PMP-1902,Booster Pump 2in 10HP,4,ea.,6120.32,Xylem,
BRG-1039,Spherical Roller Bearing UC205,325,EA,104.36,NSK,backorder ok
NUT-1234,Coupling Nut M16,2419,ea,1.84,Fastenal,check inventory first
PIP-1420,Carbon Steel Pipe SCH80 2in x 6m,196,pcs.,22.33,ArcelorMittal,
ORG-2031,V-Ring Seal 20mm ID,421,EA,24.77,SKF,
WSH-1378,Sealing Washer 3/4in,6569,pcs,1.31,Nord-Lock,quarterly order
MTR-1837,Gear Motor 15HP,4,ea.,3100.80,Siemens,replacement
BLT-1172,Anchor Bolt M10x40,296,pcs.,4.07,Grainger,need by Friday
BLT-1181,structural bolt m8x30,1306,pc,1.18,Fastenal,need by Friday
PRS-1729,RTD Sensor PT100 4in line,20,EA,367.88,Honeywell,check inventory first
NUT-1200,HEX NUT M6,3715,EA,1.95,Brighton-Best,quarterly order
GSK-1668,Kammprofile Gasket 2in 150#,129,PCS,60.87,Teadit,need by Friday
FLG-1532,Socket Weld Flange 6in 150#,45,ea,49.70,Bonney Forge,
VLV-1560,Gate Valve 1/2in,14,pcs,596.25,Velan,
FLG-1528,Socket Weld Flange 1in 150#,60,Pc,221.98,Coastal Flange,
ORG-2036,V-Ring Seal 75mm ID,160,ea.,38.12,SKF,backorder ok
PIP-1423,Carbon Steel Pipe SCH80 6in x 6m,39,pcs.,214.54,Tata Steel,replacement
BLT-1177,Anchor Bolt 1/2x2in,3916,PCS,0.37,McMaster-Carr,new requirement
SLV-1924,Shaft Collar 40mm,7,pcs.,32.81,John Crane,
PRS-1704,level transmitter 0-500psi,23,PCS,339.18,Honeywell,backorder ok
PRS-1696,Flow Meter 0-200psi,26,pc,206.28,Yokogawa,replacement
NUT-1207,Hex Nut 5/8in,7550,EA,1.34,McMaster-Carr,approved by mgr
NUT-1243,Wing Nut M12,2532,ea.,1.37,Brighton-Best,
BLT-1142,Eye Bolt M10x40,3126,PCS,5.74,Nord-Lock,replacement
WLD-2114,MIG Wire ER70S-6 3.2mm x 5kg,45,ea.,43.63,Bohler,urgent
PIP-1407,Steel Pipe SCH40 6in x 6m,115,PCS,198.74,POSCO,new requirement
FLG-1539,Threaded Flange 4in 150#,34,Pc,15.64,Bonney Forge,check inventory first
ELC-2039,Circuit Breaker 25A,22,EA,6.84,Allen-Bradley,check inventory first
ELB-1500,Reducing Elbow 2in,46,EA,36.69,Smith-Cooper,quarterly order
NUT-1236,Coupling Nut 1/2in,511,Pc,2.99,Grainger,quarterly order
FLG-1532,Socket Weld Flange 6in 150#,58,pcs.,248.72,Bonney Forge,
PMP-1875,Centrifugal Pump 4in 25HP,5,pcs.,3075.56,Grundfos,need by Friday
PIP-1404,steel pipe sch40 2in x 6m,184,pcs.,199.32,ArcelorMittal,
PRS-1688,temperature gauge 0-100psi,10,EA,323.38,Emerson Rosemount,backorder ok
VLV-1590,butterfly valve 4in,23,PCS,215.87,Swagelok,
BRG-1043,Thrust Ball Bearing 30206,428,PCS,18.58,NSK,
ELC-2083,Cable Gland 100A,30,ea.,331.30,Schneider Electric,backorder ok
PMP-1887,Gear Pump 4in 25HP,4,ea,7041.86,Grundfos,approved by mgr
FLG-1542,Threaded Flange 4in 300#,6,ea,132.08,Boltex,
WLD-2113,MIG Wire ER70S-6 2.5mm x 5kg,54,pcs,39.31,Hobart,
BLT-1125,Carriage Bolt M16x80,866,EA,5.14,Grainger,check inventory first
SLV-1953,Mechanical Seal 100mm,39,pc,27.37,Timken,
MTR-1832,Gear Motor 2HP,9,pcs,1351.16,Regal Beloit,need by Friday
FLT-1803,water filter cartridge 10 micron,62,ea,132.70,Parker,need by Friday
BRG-1040,thrust ball bearing 6205,381,Pc,115.92,FAG,approved by mgr
PMP-1880,Diaphragm Pump 3in 20HP,1,pc,4412.32,Flowserve,need by Friday
BLT-1148,Eye Bolt 5/8x3in,3777,Pc,3.80,Fastenal,replacement
BLT-1128,Carriage Bolt 5/8x3in,4923,EA,5.92,McMaster-Carr,approved by mgr
HSE-1763,Hydraulic Filter 3/8in x 2m,37,PCS,659.19,Parker,quarterly order
ELC-2063,Control Transformer 25A,38,PCS,220.11,Eaton,backorder ok
VLV-1597,Needle Valve 3in,18,pc,385.48,Swagelok,
BLT-1190,lag bolt m6x20,844,ea.,4.47,McMaster-Carr,check inventory first
ELB-1476,Elbow 45deg 2in,38,ea.,53.29,Victaulic,
FLG-1543,Threaded Flange 6in 300#,7,ea,263.07,Coastal Flange,check inventory first
MTR-1844,Servo Motor 5HP,8,ea,2684.08,Regal Beloit,new requirement
GSK-1642,Ring Joint Gasket 4in 150#,181,PCS,60.65,Klinger,
NUT-1266,Cage Nut 1/2in,5400,PCS,0.61,McMaster-Carr,approved by mgr
WLD-2119,TIG Rod ER308L 2.5mm x 5kg,46,PCS,77.28,Bohler,new requirement
ELC-2069,Terminal Block 10A,7,pcs.,95.51,Schneider Electric,new requirement
WLD-2103,Welding Rod E6010 4.0mm x 5kg,19,ea,109.49,Miller,
ELB-1485,Long Radius Elbow 90deg 3in,40,Pc,21.61,Georg Fischer,
PIP-1406,Steel Pipe SCH40 4in x 6m,157,EA,224.48,Tenaris,approved by mgr
PRS-1681,Pressure Gauge 0-100psi,12,pcs,272.78,Emerson Rosemount,new requirement
BRG-1025,ANGULAR CONTACT BEARING 7208,179,pcs.,62.65,FAG,backorder ok
PRS-1717,THERMOCOUPLE TYPE K 0-200PSI,25,ea,352.32,Emerson Rosemount,see attached spec
WSH-1372,Sealing Washer M10,7318,Pc,0.49,Fastenal,quarterly order
FLG-1509,Weld Neck Flange 2in 300#,53,pc,156.99,Coastal Flange,urgent
VLV-1592,Needle Valve 1/2in,18,ea.,648.27,Neles,
WLD-2103,Welding Rod E6010 4.0mm x 5kg,98,ea,39.02,Miller,need by Friday
VLV-1554,Ball Valve Full Port 1in,17,pcs.,41.73,Flowserve,new requirement
WLD-2106,Welding Rod E6010 1.2mm x 15kg,42,pcs.,107.63,Miller,
LUB-1988,Penetrating Oil 200L,37,ea.,43.35,Castrol,need by Friday
ELC-2079,Cable Gland 25A,49,EA,171.18,Schneider Electric,
BRG-1056,Needle Roller Bearing 22210,90,Pc,85.48,Timken,
BLT-1119,socket head cap screw 3/4x4in,3586,pc,2.29,Grainger,new requirement
FLG-1544,Lap Joint Flange 1in 150#,92,Pc,228.12,Texas Flange,backorder ok
PRS-1710,Pressure Transmitter 0-200psi,24,ea.,340.18,WIKA,new requirement
BRG-1059,Needle Roller Bearing UC205,110,PCS,11.63,NSK,see attached spec
PIP-1421,carbon steel pipe sch80 3in x 6m,183,EA,172.91,Tenaris,urgent
FLG-1538,Threaded Flange 3in 150#,37,pc,152.02,Georg Fischer,need by Friday
WSH-1314,Lock Washer M16,3696,pcs,1.91,Nord-Lock,urgent
HSE-1739,Hydraulic Fitting 3/8in x 2m,29,PCS,413.21,Bosch Rexroth,see attached spec
NUT-1256,Castle Nut 1/2in,1365,pc,0.78,Wurth,
VLV-1610,Diaphragm Valve 1in,23,pc,57.89,Velan,
FLG-1519,Slip-On Flange 6in 300#,15,ea,65.00,Coastal Flange,see attached spec
BRG-1024,  Angular Contact Bearing 30208 ,455,ea,75.14,Koyo,check inventory first
BLT-1100,Hex Bolt M6x20,206,ea,3.38,Hilti,urgent
PIP-1434,PVC Pipe SCH40 1in x 6m,133,Pc,25.49,POSCO,
PRS-1705,Level Transmitter 0-150C,21,pcs,269.56,Emerson Rosemount,see attached spec
VLV-1612,Diaphragm Valve 2in,14,PCS,808.58,Emerson,quarterly order
BLT-1168,stud bolt 5/8x3in,4913,EA,3.91,Grainger,quarterly order
VLV-1602,Plug Valve 1in,35,EA,186.73,Velan,replacement
GSK-1662,Graphite Gasket 3in 150#,175,Pc,49.40,Teadit,
PMP-1895,Screw Pump 1.5in 7.5HP,3,pcs.,6864.39,Flowserve,approved by mgr
PRS-1702,Level Transmitter 0-100psi,6,ea,423.06,Emerson Rosemount,standard
FLG-1511,Weld Neck Flange 6in 300#,91,EA,63.08,Coastal Flange,
NUT-1285,Acorn Nut M20,4648,EA,2.43,Fastenal,quarterly order
PRS-1729,RTD Sensor PT100 4in line,12,EA,165.20,Honeywell,
MTR-1821,electric motor 3phase 1hp,7,PCS,2918.97,Regal Beloit,
WSH-1327,Spring Washer 5/8in,1298,ea.,1.82,Grainger,
BLT-1120,Carriage Bolt M6x20,1080,pc,5.42,Fastenal,check inventory first
ELC-2083,Cable Gland 100A,47,PCS,174.26,Schneider Electric,see attached spec
WSH-1319,Lock Washer 1in,1890,pcs.,1.34,Nord-Lock,backorder ok
WSH-1319,Lock Washer 1in,1890,pcs.,1.34,Nord-Lock,backorder ok
BLT-1156,u-bolt m20x100,2751,pcs,6.93,Wurth,new requirement
PMP-1881,Diaphragm Pump 4in 25HP,5,pc,7148.34,Sulzer,need by Friday
PMP-1881,Diaphragm Pump 4in 25HP,5,pc,7148.34,Sulzer,need by Friday
BLT-1159,U-Bolt 3/4x4in,2907,Pc,4.58,McMaster-Carr,quarterly order
NUT-1284,Acorn Nut M16,709,ea.,1.98,Brighton-Best,standard
SLV-1915,SHAFT COUPLING 30MM,5,pcs.,306.90,Rexnord,check inventory first
BRG-1042,thrust ball bearing 6310,217,ea,14.67,Koyo,
PIP-1404,steel pipe sch40 2in x 6m,147,ea.,47.40,ArcelorMittal,standard
ORG-1992,O-RING BUNA-N 25MM ID,36,pcs.,41.80,Parker,
ELB-1497,reducing elbow 3/4in,143,pcs.,72.67,Victaulic,see attached spec
ELB-1497,reducing elbow 3/4in,143,pcs.,72.67,Victaulic,see attached spec
BRG-1014,Tapered Roller Bearing 30208,443,EA,58.86,INA,see attached spec
ELB-1484,Long Radius Elbow 90deg 2in,11,ea,5.16,Anvil International,replacement
WSH-1356,Wave Washer 1/2in,4279,ea.,0.94,Fastenal,
BRG-1091,flanged bearing unit 6208,446,pcs,46.64,SKF,approved by mgr
PMP-1891,Peristaltic Pump 2in 15HP,1,Pc,3270.33,Grundfos,
BLT-1154,U-BOLT M12X60,4787,ea,0.50,Hilti,quarterly order
WLD-2103,Welding Rod E6010 4.0mm x 5kg,10,Pc,49.76,Miller,see attached spec
VLV-1618,Relief Valve 1in,47,ea.,109.75,Cameron,replacement
BLT-1118,Socket Head Cap Screw 5/8x3in,379,pc,0.99,Fastenal,urgent
BLT-1118,Socket Head Cap Screw 5/8x3in,379,pc,0.99,Fastenal,urgent
WSH-1343,Fender Washer M12,2335,Pc,0.82,McMaster-Carr,backorder ok
VLV-1568,Globe Valve 1/2in,29,ea.,67.51,Cameron,replacement
MTR-1866,Explosion Proof Motor 10HP,3,ea,2813.83,Siemens,
ELC-2072,Terminal Block 32A,17,PCS,131.88,Allen-Bradley,
PIP-1456,Chrome Moly Pipe 1/2in x 6m,16,Pc,232.82,US Steel,new requirement
ELC-2061,Control Transformer 10A,9,pcs,42.20,Schneider Electric,approved by mgr
MTR-1847,Servo Motor 15HP,3,EA,1241.87,Siemens,quarterly order
LUB-1971,Compressor Oil 5L,47,EA,207.74,Castrol,
BLT-1154,U-Bolt M12x60,77,pc,7.53,Hilti,
WSH-1395,Copper Washer M20,9318,pcs.,0.03,Nord-Lock,check inventory first
HSE-1748,Hydraulic Cylinder 1/2in x 3m,11,ea,471.16,Hydac,
PIP-1436,PVC Pipe SCH40 2in x 6m,17,pcs.,332.02,Nippon Steel,
SLV-1931,Shaft Key 30mm,36,EA,181.96,John Crane,check inventory first
FLG-1515,Slip-On Flange 4in 150#,6,ea,266.81,Texas Flange,quarterly order
FLG-1515,Slip-On Flange 4in 150#,6,ea,266.81,Texas Flange,quarterly order
PIP-1442,CPVC Pipe 1in x 6m,107,pcs.,49.94,POSCO,replacement
WLD-2112,Welding Rod E7018 1.2mm x 15kg,93,Pc,94.46,ESAB,check inventory first
BLT-1129,Carriage Bolt 3/4x4in,3485,pcs,4.11,McMaster-Carr,approved by mgr
MTR-1862,Explosion Proof Motor 2HP,1,PCS,1691.11,Nidec,
NUT-1227,Flange Nut 5/8in,8526,ea.,0.46,Fastenal,approved by mgr
PMP-1905,Booster Pump 4in 25HP,5,pc,4386.75,Flowserve,
HSE-1753,Hydraulic Cylinder 1/2in,11,EA,160.41,Danfoss,backorder ok
WLD-2101,Welding Rod E6010 2.5mm x 5kg,37,pc,69.16,Hobart,check inventory first
PIP-1402,STEEL PIPE SCH40 1IN X 6M,199,EA,159.64,POSCO,
NUT-1291,T-Nut M8,3185,pc,2.14,Brighton-Best,standard
VLV-1565,Gate Valve 3in,2,pc,292.39,Crane,
FLT-1812,Bag Filter 100 Micron,75,pc,33.82,Pall Corporation,approved by mgr
BLT-1103,Hex Bolt M10x50,2680,pcs,3.20,Grainger,need by Friday
ELB-1484,Long Radius Elbow 90deg 2in,179,pc,61.58,Anvil International,
VLV-1631,Solenoid Valve 6in,38,PCS,593.34,Emerson,
