Part Number,Description,Qty,UOM,Unit Price,Supplier
ELC-2060,Overload Relay 160A,20,EA,35.01,Grainger Industrial
WSH-1367,Tab Washer 5/8in,2172,Pieces,0.86,SKF Distributor Inc
GSK-1644,Ring Joint Gasket 8in 150#,188,EA,16.23,Fastenal Direct
SLV-1911,shaft sleeve 75mm,8,ea.,302.56,McMaster Supply Co
PMP-1899,SCREW PUMP 4IN 25HP,1,pcs,3088.12,Grainger Industrial
SLV-1949,Mechanical Seal 50mm,40,Pcs,300.23,SKF Distributor Inc
LUB-1980,Anti-Seize Compound 1kg,7,EA,73.22,ABB Sales Division
BLT-1173,Anchor Bolt M10x50,1681,pcs,0.50,Parker Hannifin
FLG-1547,Lap Joint Flange 4in 150#,31,pcs.,166.96,ABB Sales Division
ORG-2002,O-Ring Viton 40mm ID,154,Pcs,42.20,SKF Distributor Inc
HSE-1736,Hydraulic Hose 3/8in,18,Pieces,510.43,Georg Fischer Piping
HSE-1736,Hydraulic Hose 3/8in,18,Pieces,510.43,Georg Fischer Piping
ORG-2022,Lip Seal 15mm ID,398,Each,10.58,Grainger Industrial
LUB-1962,Hydraulic Oil 20L,28,EA,119.31,SKF Distributor Inc
SLV-1953,Mechanical Seal 100mm,14,ea,280.44,Parker Hannifin
ORG-2031,V-Ring Seal 20mm ID,252,Pcs,12.23,McMaster Supply Co
ELC-2070,Terminal Block 16A,22,ea.,56.78,Swagelok Authorized
WLD-2110,Welding Rod E7018 0.8mm x 15kg,88,Each,30.62,Parker Hannifin
GSK-1666,GRAPHITE GASKET 2IN 300#,193,Pcs,30.57,Grainger Industrial
MTR-1842,  Servo Motor 2HP ,2,Pieces,2117.07,Georg Fischer Piping
WSH-1398,Copper Washer 3/4in,7784,ea.,0.23,McMaster Supply Co
HSE-1766,Hydraulic Filter 1in x 5m,5,EA,427.47,Parker Hannifin
FLG-1537,Threaded Flange 2in 150#,91,Each,55.02,Georg Fischer Piping
MTR-1865,Explosion Proof Motor 7.5HP,6,Pieces,3299.35,McMaster Supply Co
ORG-1999,O-Ring Viton 20mm ID,441,Pieces,31.17,McMaster Supply Co
PIP-1447,CPVC Pipe 6in x 6m,143,EA,144.11,Georg Fischer Piping
GSK-1671,Kammprofile Gasket 6in 150#,78,ea.,34.33,Parker Hannifin
BRG-1081,Cylindrical Roller Bearing 6208,480,pcs,17.89,Fastenal Direct
BRG-1039,Spherical Roller Bearing UC205,18,pcs.,40.86,Georg Fischer Piping
ELC-2076,Terminal Block 160A,3,pcs,123.14,Parker Hannifin
PIP-1430,Galvanized Pipe 4in x 6m,115,Pieces,312.04,Grainger Industrial
ELC-2042,Circuit Breaker 63A,33,pcs.,114.67,Fastenal Direct
ELC-2040,Circuit Breaker 32A,37,EA,109.65,ABB Sales Division
WSH-1368,Tab Washer 3/4in,8890,pcs,1.48,Georg Fischer Piping
ELC-2042,Circuit Breaker 63A,27,pcs,64.50,SKF Distributor Inc
BRG-1008,deep groove ball bearing 51105,116,Each,118.46,ABB Sales Division
BRG-1008,deep groove ball bearing 51105,116,Each,118.46,ABB Sales Division
GSK-1639,Ring Joint Gasket 1in 150#,132,Pieces,4.80,Swagelok Authorized
VLV-1583,Check Valve Swing 6in,9,Pcs,45.34,Georg Fischer Piping
FLT-1810,Bag Filter 25 Micron,83,ea.,45.42,McMaster Supply Co
GSK-1669,  Kammprofile Gasket 3in 150# ,104,pcs.,35.73,Swagelok Authorized
PIP-1429,galvanized pipe 3in x 6m,156,pcs.,271.87,McMaster Supply Co
PIP-1440,CPVC Pipe 1/2in x 6m,29,ea.,285.02,Grainger Industrial
PIP-1437,  PVC Pipe SCH40 3in x 6m ,189,Pieces,31.98,Fastenal Direct
WSH-1359,Wave Washer 1in,1123,Each,0.49,McMaster Supply Co
ELB-1466,Elbow 90deg 1in,196,pcs,28.52,McMaster Supply Co
VLV-1554,BALL VALVE FULL PORT 1IN,2,Pcs,367.93,Georg Fischer Piping
WSH-1328,Spring Washer 3/4in,9869,Each,0.90,Swagelok Authorized
ELB-1476,elbow 45deg 2in,106,Each,52.49,Georg Fischer Piping
ELC-2073,Terminal Block 40A,34,ea.,25.40,McMaster Supply Co
FLG-1524,Blind Flange 6in 150#,100,Pcs,41.21,Parker Hannifin
FLG-1536,Threaded Flange 1in 150#,34,ea.,75.90,McMaster Supply Co
WLD-2109,Welding Rod E7018 4.0mm x 5kg,75,Pcs,89.87,SKF Distributor Inc
BLT-1108,Hex Bolt 5/8x3in,1982,Pcs,7.38,Grainger Industrial
SLV-1940,Shaft Seal 40mm,37,ea,131.11,McMaster Supply Co
MTR-1837,Gear Motor 15HP,10,ea,2367.71,Fastenal Direct
BRG-1035,Spherical Roller Bearing 7208,297,ea,81.91,Fastenal Direct
GSK-1661,Graphite Gasket 2in 150#,81,ea.,7.84,Georg Fischer Piping
PIP-1449,Copper Tube Type L 3/4in x 6m,39,ea,156.35,Georg Fischer Piping
ELC-2083,Cable Gland 100A,21,Each,348.14,McMaster Supply Co
ORG-2008,O-Ring Silicone 25mm ID,343,Pieces,20.45,ABB Sales Division
BRG-1079,Self-Aligning Bearing UC205,302,Pieces,41.70,McMaster Supply Co
WSH-1315,Lock Washer M20,7381,pcs.,0.94,ABB Sales Division
VLV-1560,Gate Valve 1/2in,32,ea.,155.40,Georg Fischer Piping
PMP-1891,  Peristaltic Pump 2in 15HP ,2,Pcs,5024.09,SKF Distributor Inc
BRG-1085,Cylindrical Roller Bearing 7208,80,ea.,95.46,Georg Fischer Piping
PMP-1872,Centrifugal Pump 2in 10HP,4,Pieces,7161.01,McMaster Supply Co
ORG-2030,V-Ring Seal 15mm ID,206,ea.,1.47,Parker Hannifin
BRG-1089,Cylindrical Roller Bearing UC205,183,EA,19.01,Parker Hannifin
WSH-1304,Flat Washer M16,1690,pcs,0.97,McMaster Supply Co
BRG-1002,Deep Groove Ball Bearing 6310,143,pcs.,91.45,SKF Distributor Inc
BRG-1060,Pillow Block Bearing 6205,60,Each,63.25,Swagelok Authorized
BRG-1012,Tapered Roller Bearing 6310,332,Pieces,90.21,Parker Hannifin
MTR-1824,  Electric Motor 3Phase 5HP ,5,ea,1443.21,Parker Hannifin
NUT-1235,Coupling Nut M20,1545,pcs.,2.86,McMaster Supply Co
NUT-1203,Hex Nut M12,1399,Each,0.09,Parker Hannifin
NUT-1229,Flange Nut 1in,3077,Pieces,0.48,Georg Fischer Piping
NUT-1229,Flange Nut 1in,3077,Pieces,0.48,Georg Fischer Piping
VLV-1609,  Diaphragm Valve 3/4in ,13,ea,18.57,Parker Hannifin
ELB-1481,Long Radius Elbow 90deg 3/4in,31,pcs.,53.63,Grainger Industrial
ORG-2016,oil seal 25mm id,101,Pieces,41.25,Fastenal Direct
PIP-1446,CPVC Pipe 4in x 6m,95,Pcs,220.22,Georg Fischer Piping
SLV-1932,SHAFT KEY 40MM,13,EA,224.06,Georg Fischer Piping
FLT-1782,Oil Filter Element 100 Micron,81,Each,101.84,Fastenal Direct
NUT-1225,Flange Nut M20,1271,pcs,2.90,Grainger Industrial
ELC-2047,Contactor 25A,19,Each,268.99,Grainger Industrial
BRG-1032,Spherical Roller Bearing 6310,238,Each,98.90,SKF Distributor Inc
SLV-1934,Shaft Key 60mm,38,EA,96.55,ABB Sales Division
NUT-1251,Castle Nut M8,5135,EA,1.43,SKF Distributor Inc
NUT-1251,Castle Nut M8,5135,EA,1.43,SKF Distributor Inc
GSK-1642,Ring Joint Gasket 4in 150#,135,ea.,9.03,Fastenal Direct
NUT-1248,Wing Nut 3/4in,8655,Pcs,1.80,ABB Sales Division
FLG-1509,Weld Neck Flange 2in 300#,57,ea,183.84,ABB Sales Division
PIP-1456,Chrome Moly Pipe 1/2in x 6m,98,pcs,192.81,Georg Fischer Piping
MTR-1833,Gear Motor 3HP,4,pcs,1084.93,Fastenal Direct
FLG-1533,Socket Weld Flange 2in 300#,64,Each,272.62,SKF Distributor Inc
SLV-1947,Mechanical Seal 30mm,25,pcs.,231.15,SKF Distributor Inc
WLD-2118,MIG Wire ER70S-6 1.2mm x 15kg,22,Pieces,90.48,Swagelok Authorized
ORG-2022,Lip Seal 15mm ID,197,pcs,11.88,Georg Fischer Piping
ORG-2022,Lip Seal 15mm ID,197,pcs,11.88,Georg Fischer Piping
FLG-1541,Threaded Flange 2in 300#,81,EA,203.42,ABB Sales Division
PRS-1707,level transmitter 2in line,28,ea,140.54,SKF Distributor Inc
WSH-1356,Wave Washer 1/2in,6851,pcs.,1.75,Grainger Industrial
NUT-1287,Acorn Nut 5/8in,8698,Each,2.64,SKF Distributor Inc
WLD-2113,MIG Wire ER70S-6 2.5mm x 5kg,33,pcs.,119.32,Grainger Industrial
ORG-2026,Lip Seal 40mm ID,319,Each,41.66,ABB Sales Division
BLT-1156,U-Bolt M20x100,1171,ea.,5.55,Georg Fischer Piping
WLD-2129,Flux Core Wire E71T-1 1.0mm x 15kg,33,pcs,84.94,Parker Hannifin
NUT-1222,Flange Nut M10,3201,Pcs,1.70,Parker Hannifin
BLT-1145,  Eye Bolt M16x80 ,843,Pcs,7.73,McMaster Supply Co
BLT-1130,Flange Bolt M6x20,2531,pcs.,2.44,SKF Distributor Inc
PIP-1423,Carbon Steel Pipe SCH80 6in x 6m,34,Pieces,237.49,Swagelok Authorized
PIP-1423,Carbon Steel Pipe SCH80 6in x 6m,34,Pieces,237.49,Swagelok Authorized
PIP-1407,Steel Pipe SCH40 6in x 6m,192,Pieces,195.01,Georg Fischer Piping
PRS-1695,Flow Meter 0-100psi,8,pcs.,121.29,Parker Hannifin
HSE-1761,Hydraulic Pump 1/2in,34,ea,163.17,SKF Distributor Inc
BRG-1040,Thrust Ball Bearing 6205,362,pcs,73.81,Parker Hannifin
PMP-1898,Screw Pump 3in 20HP,5,pcs.,754.43,Georg Fischer Piping
FLT-1816,Strainer Basket 25 Micron,18,Pieces,177.86,Parker Hannifin
BRG-1074,Self-Aligning Bearing 30208,423,pcs.,34.15,SKF Distributor Inc
PIP-1403,Steel Pipe SCH40 1.5in x 6m,167,Pieces,349.20,Parker Hannifin
WLD-2109,Welding Rod E7018 4.0mm x 5kg,52,Pieces,84.09,Parker Hannifin
PMP-1899,Screw Pump 4in 25HP,5,Pieces,6780.39,Georg Fischer Piping
VLV-1590,Butterfly Valve 4in,30,pcs.,289.13,Grainger Industrial
FLG-1538,Threaded Flange 3in 150#,85,Each,70.04,McMaster Supply Co
LUB-1976,Chain Lubricant 5L,29,pcs,306.21,Georg Fischer Piping
NUT-1217,LOCK NUT NYLON INSERT 5/8IN,7155,EA,0.09,ABB Sales Division
LUB-1985,Penetrating Oil 1kg,10,pcs,403.04,McMaster Supply Co
FLT-1803,WATER FILTER CARTRIDGE 10 MICRON,26,pcs,66.37,McMaster Supply Co
WSH-1351,Wave Washer M8,5235,ea,0.97,McMaster Supply Co
FLG-1520,Blind Flange 1in 150#,19,Pieces,242.23,ABB Sales Division
VLV-1569,  Globe Valve 3/4in ,17,pcs,264.57,ABB Sales Division
HSE-1740,Hydraulic Fitting 1/2in x 3m,24,Each,555.39,ABB Sales Division
ORG-2020,Oil Seal 75mm ID,475,Pcs,17.75,McMaster Supply Co
WSH-1315,Lock Washer M20,6760,pcs.,0.60,Parker Hannifin
FLT-1812,Bag Filter 100 Micron,89,pcs.,20.11,ABB Sales Division
BRG-1050,NEEDLE ROLLER BEARING 6205,125,Each,33.04,McMaster Supply Co
NUT-1221,Flange Nut M8,9757,Pieces,0.30,McMaster Supply Co
PMP-1895,Screw Pump 1.5in 7.5HP,2,Pieces,4726.53,ABB Sales Division
SLV-1946,Mechanical Seal 25mm,3,EA,309.01,Parker Hannifin
SLV-1906,SHAFT SLEEVE 25MM,16,Pcs,165.62,ABB Sales Division
PRS-1693,Temperature Gauge 2in line,5,pcs,404.30,Grainger Industrial
ELC-2057,Overload Relay 40A,30,pcs.,65.98,ABB Sales Division
ORG-1995,O-RING BUNA-N 50MM ID,300,ea,6.82,Georg Fischer Piping
ELC-2092,Junction Box 160A,25,pcs.,135.55,Swagelok Authorized
BRG-1091,Flanged Bearing Unit 6208,21,ea,38.39,SKF Distributor Inc
ELB-1498,Reducing Elbow 1in,37,ea,72.75,Parker Hannifin
WSH-1332,Belleville Washer M10,3774,Pcs,0.84,Georg Fischer Piping
BLT-1148,Eye Bolt 5/8x3in,1956,ea,4.84,ABB Sales Division
VLV-1584,Butterfly Valve 1/2in,29,ea,479.76,Parker Hannifin
HSE-1743,Hydraulic Fitting 1/4in,27,Pieces,198.66,Swagelok Authorized
ELC-2067,Control Transformer 100A,32,pcs.,212.20,ABB Sales Division
BRG-1012,Tapered Roller Bearing 6310,140,Each,96.52,Parker Hannifin
ELC-2053,Overload Relay 10A,41,Pcs,150.91,ABB Sales Division
SLV-1941,shaft seal 50mm,6,Pcs,20.60,Fastenal Direct
PRS-1720,Thermocouple Type K 0-300C,15,ea.,445.65,Swagelok Authorized
PRS-1720,Thermocouple Type K 0-300C,15,ea.,445.65,Swagelok Authorized
FLG-1545,LAP JOINT FLANGE 2IN 150#,45,ea,177.42,McMaster Supply Co
VLV-1605,Plug Valve 3in,35,ea,161.43,Grainger Industrial
VLV-1605,Plug Valve 3in,35,ea,161.43,Grainger Industrial
NUT-1213,LOCK NUT NYLON INSERT M12,8654,Pcs,2.29,Grainger Industrial
WSH-1398,Copper Washer 3/4in,6917,Each,1.30,Georg Fischer Piping
SLV-1946,Mechanical Seal 25mm,4,ea.,140.66,Parker Hannifin
ORG-2003,O-Ring Viton 50mm ID,144,ea,44.36,Parker Hannifin
BLT-1162,Stud Bolt M10x40,1750,Pcs,7.60,McMaster Supply Co
PIP-1432,PVC Pipe SCH40 1/2in x 6m,150,pcs.,199.94,McMaster Supply Co
BRG-1095,Flanged Bearing Unit 7208,211,Pieces,75.45,Grainger Industrial
ORG-2018,Oil Seal 40mm ID,307,pcs.,24.77,Fastenal Direct
FLG-1513,SLIP-ON FLANGE 2IN 150#,65,Pcs,124.10,McMaster Supply Co
BLT-1133,Flange Bolt M10x50,4656,Each,5.19,Grainger Industrial
FLG-1526,Blind Flange 4in 300#,84,pcs.,27.22,SKF Distributor Inc
BLT-1165,Stud Bolt M16x80,4378,pcs,3.00,Fastenal Direct
BRG-1088,  Cylindrical Roller Bearing 51105 ,189,pcs,34.18,ABB Sales Division
FLG-1528,Socket Weld Flange 1in 150#,55,Pieces,67.00,Swagelok Authorized
NUT-1252,Castle Nut M10,7052,Pieces,0.75,Grainger Industrial
HSE-1752,Hydraulic Cylinder 3/8in,7,EA,136.66,McMaster Supply Co
FLT-1811,Bag Filter 50 Micron,92,Pcs,163.30,McMaster Supply Co
BRG-1017,Tapered Roller Bearing NU210,484,Pcs,61.93,ABB Sales Division
WSH-1372,Sealing Washer M10,4635,Pieces,0.34,Georg Fischer Piping
VLV-1626,  Solenoid Valve 1in ,30,Each,771.41,ABB Sales Division
NUT-1204,Hex Nut M16,185,pcs,2.21,Parker Hannifin
ORG-2036,V-Ring Seal 75mm ID,477,EA,40.15,ABB Sales Division
ORG-2036,V-Ring Seal 75mm ID,477,EA,40.15,ABB Sales Division
SLV-1943,Shaft Seal 75mm,30,pcs.,212.32,Parker Hannifin
FLG-1523,Blind Flange 4in 150#,66,Each,176.95,Parker Hannifin
WSH-1345,Fender Washer M20,5507,EA,1.73,ABB Sales Division
FLT-1792,Hydraulic Filter Element 25 Micron,66,pcs.,25.30,Fastenal Direct
WLD-2119,TIG Rod ER308L 2.5mm x 5kg,18,Pieces,78.93,Parker Hannifin
NUT-1211,Lock Nut Nylon Insert M8,8480,Pieces,1.17,Grainger Industrial
FLT-1781,Oil Filter Element 50 Micron,13,Each,68.51,Swagelok Authorized
FLT-1792,Hydraulic Filter Element 25 Micron,99,ea.,50.01,Fastenal Direct
ELB-1490,Street Elbow 90deg 1in,104,Each,6.88,ABB Sales Division
FLT-1781,  Oil Filter Element 50 Micron ,71,Pcs,171.95,ABB Sales Division
WLD-2127,Flux Core Wire E71T-1 4.0mm x 5kg,77,EA,77.39,SKF Distributor Inc
NUT-1211,Lock Nut Nylon Insert M8,6645,Each,0.26,Georg Fischer Piping
NUT-1298,T-Nut 3/4in,6110,ea.,2.44,Grainger Industrial
ORG-1990,O-Ring Buna-N 15mm ID,90,pcs,35.79,Fastenal Direct
VLV-1630,Solenoid Valve 4in,36,Pcs,69.04,Swagelok Authorized
BLT-1113,Socket Head Cap Screw M10x50,78,ea.,6.69,Grainger Industrial
PMP-1880,Diaphragm Pump 3in 20HP,5,Each,8243.49,Swagelok Authorized
WLD-2115,MIG Wire ER70S-6 4.0mm x 5kg,70,ea.,37.77,Georg Fischer Piping
BRG-1043,THRUST BALL BEARING 30206,335,EA,43.88,Georg Fischer Piping
PIP-1456,chrome moly pipe 1/2in x 6m,23,Each,349.69,Georg Fischer Piping
FLG-1523,Blind Flange 4in 150#,6,Pieces,33.69,Grainger Industrial
FLG-1523,Blind Flange 4in 150#,6,Pieces,33.69,Grainger Industrial
PIP-1463,Chrome Moly Pipe 6in x 6m,72,pcs,111.16,ABB Sales Division
WLD-2127,Flux Core Wire E71T-1 4.0mm x 5kg,24,Pcs,106.46,SKF Distributor Inc
WSH-1313,Lock Washer M12,9696,Pcs,1.58,Swagelok Authorized
WSH-1338,Belleville Washer 3/4in,9358,ea,0.45,Grainger Industrial
PMP-1901,Booster Pump 1.5in 7.5HP,2,Pieces,1484.29,ABB Sales Division
BRG-1089,  Cylindrical Roller Bearing UC205 ,445,Each,89.62,Grainger Industrial
BRG-1010,Tapered Roller Bearing 6205,35,pcs.,23.04,Georg Fischer Piping
WSH-1351,wave washer m8,5569,ea,1.03,McMaster Supply Co
WSH-1375,Sealing Washer M20,3784,Pcs,0.07,Parker Hannifin
FLT-1804,Water Filter Cartridge 25 Micron,47,Pcs,153.63,SKF Distributor Inc
MTR-1831,  Gear Motor 1HP ,5,Pcs,1629.73,Parker Hannifin
PMP-1899,Screw Pump 4in 25HP,4,ea,5407.99,McMaster Supply Co
PIP-1457,chrome moly pipe 3/4in x 6m,50,Pcs,283.22,Swagelok Authorized
MTR-1857,Stepper Motor 15HP,4,Pcs,465.52,Grainger Industrial
PRS-1688,Temperature Gauge 0-100psi,19,ea,384.26,Georg Fischer Piping
LUB-1957,Bearing Grease 20L,31,ea,296.37,SKF Distributor Inc
WSH-1351,Wave Washer M8,8927,EA,1.76,Swagelok Authorized
ELC-2089,Junction Box 40A,34,Each,341.86,Georg Fischer Piping
FLG-1512,Slip-On Flange 1in 150#,70,EA,245.21,Fastenal Direct
FLG-1512,Slip-On Flange 1in 150#,70,EA,245.21,Fastenal Direct
BLT-1107,HEX BOLT 1/2X2IN,315,Pieces,6.20,Parker Hannifin
HSE-1774,QUICK DISCONNECT COUPLING 1IN X 5M,29,ea.,561.75,Grainger Industrial
WSH-1328,Spring Washer 3/4in,4119,Each,0.03,McMaster Supply Co
GSK-1645,Ring Joint Gasket 2in 300#,170,ea.,46.74,Grainger Industrial
WLD-2103,Welding Rod E6010 4.0mm x 5kg,21,pcs.,75.88,Swagelok Authorized
PIP-1413,SS Pipe SCH10 3in x 6m,182,ea.,162.33,Georg Fischer Piping
ELB-1479,Elbow 45deg 6in,18,Pieces,34.89,Grainger Industrial
FLG-1550,Lap Joint Flange 4in 300#,39,Each,18.79,ABB Sales Division
BLT-1164,Stud Bolt M12x60,3967,pcs,5.98,Georg Fischer Piping
FLT-1806,Water Filter Cartridge 100 Micron,83,ea.,101.63,ABB Sales Division
NUT-1271,Weld Nut M8,6597,Pieces,0.53,ABB Sales Division
NUT-1271,Weld Nut M8,6597,Pieces,0.53,ABB Sales Division
ELC-2058,overload relay 63a,26,ea,172.41,Georg Fischer Piping
BRG-1021,ANGULAR CONTACT BEARING 6208,85,pcs,83.67,SKF Distributor Inc
WSH-1314,Lock Washer M16,6104,pcs.,1.77,Georg Fischer Piping
BRG-1010,Tapered Roller Bearing 6205,114,EA,13.49,Grainger Industrial
LUB-1987,PENETRATING OIL 20L,9,ea,428.71,McMaster Supply Co
MTR-1845,Servo Motor 7.5HP,3,Pieces,2429.46,Grainger Industrial
BLT-1170,Anchor Bolt M6x20,3072,pcs.,6.81,ABB Sales Division
FLT-1812,Bag Filter 100 Micron,11,ea.,27.90,Georg Fischer Piping
MTR-1833,Gear Motor 3HP,8,Pieces,2329.25,ABB Sales Division
WLD-2129,Flux Core Wire E71T-1 1.0mm x 15kg,66,ea,118.32,Swagelok Authorized
BRG-1076,Self-Aligning Bearing 22210,380,Pieces,71.41,Fastenal Direct
GSK-1669,Kammprofile Gasket 3in 150#,96,ea,40.60,SKF Distributor Inc
MTR-1834,Gear Motor 5HP,1,pcs,1168.74,Grainger Industrial
FLT-1783,Oil Filter Element 1 Micron,10,Pcs,49.61,McMaster Supply Co
WSH-1369,Tab Washer 1in,5759,Each,0.54,Swagelok Authorized
ELB-1476,Elbow 45deg 2in,72,pcs.,64.06,SKF Distributor Inc
PRS-1727,RTD Sensor PT100 0-300C,30,ea.,389.71,Georg Fischer Piping
PRS-1685,PRESSURE GAUGE 0-300C,27,pcs,436.62,Parker Hannifin
FLT-1795,Hydraulic Filter Element 1 Micron,24,EA,21.10,SKF Distributor Inc
LUB-1958,Bearing Grease 200L,26,Pieces,275.48,Parker Hannifin
BLT-1102,Hex Bolt M10x40,2743,Each,4.68,Fastenal Direct
PRS-1694,temperature gauge 4in line,12,EA,445.06,ABB Sales Division
WSH-1324,Spring Washer M16,578,Each,1.96,Fastenal Direct
FLG-1514,Slip-On Flange 3in 150#,40,Each,113.78,Parker Hannifin
FLT-1797,Fuel Filter 10 Micron,53,Pieces,135.24,Swagelok Authorized
GSK-1674,Metal Jacketed Gasket 1in 150#,112,Pieces,18.74,Fastenal Direct
GSK-1637,Spiral Wound Gasket 8in 150#,200,Pcs,64.30,Grainger Industrial
HSE-1758,  Hydraulic Pump 1in x 5m ,43,pcs.,590.91,Georg Fischer Piping
BRG-1081,Cylindrical Roller Bearing 6208,43,pcs,92.14,Fastenal Direct
BLT-1177,Anchor Bolt 1/2x2in,2351,pcs,3.53,ABB Sales Division
MTR-1841,Servo Motor 1HP,7,Each,2149.83,Fastenal Direct
PIP-1407,Steel Pipe SCH40 6in x 6m,86,pcs,324.54,Fastenal Direct
SLV-1906,Shaft Sleeve 25mm,26,Each,76.67,SKF Distributor Inc
PIP-1404,Steel Pipe SCH40 2in x 6m,68,ea,258.85,Fastenal Direct
FLT-1792,  Hydraulic Filter Element 25 Micron ,50,ea,61.16,SKF Distributor Inc
BLT-1102,hex bolt m10x40,851,ea,1.89,SKF Distributor Inc
BLT-1179,  Anchor Bolt 3/4x4in ,2706,pcs,5.00,Fastenal Direct
PRS-1684,Pressure Gauge 0-150C,27,ea.,382.50,McMaster Supply Co
MTR-1830,Gear Motor 0.5HP,2,Pcs,1253.51,McMaster Supply Co
NUT-1287,Acorn Nut 5/8in,4501,Pieces,2.68,Grainger Industrial
GSK-1633,Spiral Wound Gasket 2in 150#,37,ea,52.83,Grainger Industrial
SLV-1953,Mechanical Seal 100mm,2,EA,219.99,Parker Hannifin
NUT-1283,Acorn Nut M12,7429,ea,2.90,Fastenal Direct
MTR-1826,Electric Motor 3Phase 10HP,3,Pcs,3361.41,Swagelok Authorized
HSE-1743,Hydraulic Fitting 1/4in,16,EA,659.82,ABB Sales Division
BRG-1046,Thrust Ball Bearing 22210,207,Pieces,117.07,Grainger Industrial
WSH-1352,Wave Washer M10,9680,ea.,0.60,Fastenal Direct
VLV-1575,globe valve 6in,7,ea.,743.10,McMaster Supply Co
ELC-2067,Control Transformer 100A,34,pcs.,26.01,SKF Distributor Inc
ORG-2005,O-Ring Silicone 10mm ID,495,pcs.,27.27,SKF Distributor Inc
GSK-1632,Spiral Wound Gasket 1in 150#,110,pcs,21.15,Swagelok Authorized
ELB-1490,Street Elbow 90deg 1in,113,Each,24.28,Swagelok Authorized
WSH-1357,Wave Washer 5/8in,6885,ea.,1.59,Swagelok Authorized
WSH-1357,Wave Washer 5/8in,6885,ea.,1.59,Swagelok Authorized
BRG-1054,Needle Roller Bearing 30208,226,ea.,9.72,McMaster Supply Co
WLD-2108,Welding Rod E7018 3.2mm x 5kg,80,ea,22.97,McMaster Supply Co
PMP-1882,Gear Pump 1in 5HP,2,EA,8229.57,Parker Hannifin
SLV-1918,Shaft Coupling 60mm,28,Each,30.60,SKF Distributor Inc
BRG-1037,Spherical Roller Bearing NU210,489,Pcs,96.39,SKF Distributor Inc
ELB-1483,Long Radius Elbow 90deg 1.5in,78,Pieces,58.08,Swagelok Authorized
PIP-1436,PVC Pipe SCH40 2in x 6m,77,ea,9.33,Georg Fischer Piping
WSH-1338,Belleville Washer 3/4in,2895,Pieces,1.09,Swagelok Authorized
BLT-1177,Anchor Bolt 1/2x2in,2155,ea,1.00,McMaster Supply Co
ELC-2067,Control Transformer 100A,26,pcs.,49.87,Grainger Industrial
WSH-1307,Flat Washer 5/8in,1471,Pieces,0.14,Georg Fischer Piping
WSH-1378,Sealing Washer 3/4in,9213,ea.,0.37,SKF Distributor Inc
BRG-1037,  Spherical Roller Bearing NU210 ,5,pcs,32.47,ABB Sales Division
HSE-1774,Quick Disconnect Coupling 1in x 5m,10,Pcs,121.52,Fastenal Direct
PRS-1699,  Flow Meter 0-300C ,12,Pcs,36.85,Grainger Industrial
BLT-1157,U-Bolt 1/2x2in,3913,Pcs,0.40,Swagelok Authorized
HSE-1758,Hydraulic Pump 1in x 5m,43,Each,78.31,SKF Distributor Inc
ELB-1464,Elbow 90deg 1/2in,189,Pcs,58.85,ABB Sales Division
BLT-1195,Lag Bolt M16x80,3253,EA,6.97,SKF Distributor Inc
BLT-1133,Flange Bolt M10x50,2212,ea,4.71,Georg Fischer Piping
NUT-1293,  T-Nut M12 ,990,ea,1.08,Swagelok Authorized
ORG-2026,Lip Seal 40mm ID,257,EA,41.14,SKF Distributor Inc
MTR-1866,Explosion Proof Motor 10HP,7,Pcs,294.58,Parker Hannifin
MTR-1866,Explosion Proof Motor 10HP,7,Pcs,294.58,Parker Hannifin
NUT-1266,Cage Nut 1/2in,4062,Pieces,0.33,McMaster Supply Co
BRG-1028,Angular Contact Bearing 51105,191,ea,100.66,Grainger Industrial
WSH-1330,Belleville Washer M6,3598,Pieces,0.09,ABB Sales Division
NUT-1275,Weld Nut M20,9461,ea.,1.17,ABB Sales Division
LUB-1967,Gear Oil 20L,37,ea,388.54,SKF Distributor Inc
BLT-1155,U-Bolt M16x80,3537,ea.,2.59,Fastenal Direct
SLV-1945,Shaft Seal 100mm,24,Pieces,88.27,Grainger Industrial
NUT-1285,Acorn Nut M20,5883,pcs,0.18,Grainger Industrial
MTR-1823,Electric Motor 3Phase 3HP,6,Each,2684.92,McMaster Supply Co
NUT-1213,LOCK NUT NYLON INSERT M12,9875,Each,1.64,McMaster Supply Co
WSH-1399,Copper Washer 1in,3840,ea,1.53,Georg Fischer Piping
PRS-1691,Temperature Gauge 0-150C,21,EA,207.30,SKF Distributor Inc
ELB-1501,Reducing Elbow 3in,118,pcs,26.27,Georg Fischer Piping
BLT-1103,Hex Bolt M10x50,1907,EA,0.70,Parker Hannifin
ELB-1480,Long Radius Elbow 90deg 1/2in,162,pcs.,56.65,ABB Sales Division
BLT-1103,Hex Bolt M10x50,1731,EA,7.86,SKF Distributor Inc
BLT-1156,u-bolt m20x100,1245,Pieces,4.70,Parker Hannifin
BLT-1156,u-bolt m20x100,1245,Pieces,4.70,Parker Hannifin
BLT-1192,LAG BOLT M10X40,2130,Pieces,6.11,Grainger Industrial
WSH-1337,Belleville Washer 5/8in,2796,Pieces,0.78,SKF Distributor Inc
FLT-1797,Fuel Filter 10 Micron,38,ea,133.90,ABB Sales Division
