Item ID,Part Desc,Quantity,Cost Per Unit,Vendor,Department
BRG-1042,Thrust Ball Bearing 6310,227,41.66,Pump Solutions Ltd,Engineering
SLV-1937,Shaft Key 100mm,16,189.51,Valve World Inc,Production
NUT-1206,Hex Nut 1/2in,240,2.99,Seal & Gasket Warehouse,Quality
BRG-1063,Pillow Block Bearing 30206,49,115.56,Valve World Inc,Safety
MTR-1833,Gear Motor 3HP,5,1610.24,Seal & Gasket Warehouse,Quality
ORG-2022,Lip Seal 15mm ID,16,14.81,SKF Global,Warehouse
WLD-2123,TIG Rod ER308L 1.0mm x 15kg,42,24.60,Pipe & Fitting Co,Quality
VLV-1602,Plug Valve 1in,32,495.20,Electrical Supply House,Utilities
ELC-2069,Terminal Block 10A,20,154.91,Valve World Inc,Operations
ELC-2097,Push Button Switch 40A,27,108.55,National Bolt & Nut,Maintenance
BLT-1125,carriage bolt m16x80,3695,1.45,Pipe & Fitting Co,Quality
PRS-1719,thermocouple type k 0-150c,16,145.89,Seal & Gasket Warehouse,Operations
VLV-1564,Gate Valve 2in,48,654.81,Pipe & Fitting Co,Production
NUT-1247,Wing Nut 5/8in,6303,1.69,Seal & Gasket Warehouse,Safety
FLT-1778,Oil Filter Element 5 Micron,54,78.24,Seal & Gasket Warehouse,Maintenance
NUT-1214,Lock Nut Nylon Insert M16,7052,2.73,Valve World Inc,Engineering
FLG-1505,Weld Neck Flange 2in 150#,28,31.12,Pump Solutions Ltd,Utilities
NUT-1210,Lock Nut Nylon Insert M6,4722,0.49,National Bolt & Nut,Operations
ELC-2065,Control Transformer 40A,28,107.42,Pump Solutions Ltd,Safety
BRG-1084,Cylindrical Roller Bearing 30208,493,39.08,Pump Solutions Ltd,Engineering
VLV-1627,Solenoid Valve 1.5in,28,542.14,SKF Global,Production
BRG-1073,Self-Aligning Bearing 30206,483,54.62,Pipe & Fitting Co,Engineering
VLV-1576,Check Valve Swing 1/2in,50,578.57,Seal & Gasket Warehouse,Engineering
WLD-2120,TIG ROD ER308L 3.2MM X 5KG,67,58.62,Pipe & Fitting Co,Production
BLT-1116,Socket Head Cap Screw M20x100,2870,0.39,Electrical Supply House,Safety
PRS-1726,RTD SENSOR PT100 0-150C,17,275.52,Valve World Inc,Safety
FLT-1783,oil filter element 1 micron,26,146.98,Pipe & Fitting Co,Quality
VLV-1590,Butterfly Valve 4in,36,829.17,Timken Industrial,Utilities
PRS-1685,Pressure Gauge 0-300C,27,52.34,SKF Global,Warehouse
BLT-1188,Structural Bolt 5/8x3in,1219,6.73,Pump Solutions Ltd,Engineering
WLD-2121,TIG Rod ER308L 4.0mm x 5kg,100,54.79,Seal & Gasket Warehouse,Safety
FLT-1818,Strainer Basket 100 Micron,37,68.44,Pump Solutions Ltd,Maintenance
PIP-1424,Galvanized Pipe 1/2in x 6m,131,153.51,Electrical Supply House,Operations
FLG-1551,Lap Joint Flange 6in 300#,19,126.67,Seal & Gasket Warehouse,Maintenance
GSK-1666,  Graphite Gasket 2in 300# ,168,43.23,SKF Global,Warehouse
BRG-1002,Deep Groove Ball Bearing 6310,120,110.98,Timken Industrial,Safety
BRG-1009,Deep Groove Ball Bearing UC205,243,8.13,Valve World Inc,Engineering
WLD-2101,Welding Rod E6010 2.5mm x 5kg,13,22.97,National Bolt & Nut,Utilities
MTR-1862,explosion proof motor 2hp,5,2974.35,Timken Industrial,Quality
GSK-1665,Graphite Gasket 8in 150#,160,55.46,Electrical Supply House,Warehouse
HSE-1733,Hydraulic Hose 3/4in x 3m,4,653.91,Valve World Inc,Engineering
HSE-1733,Hydraulic Hose 3/4in x 3m,4,653.91,Valve World Inc,Engineering
SLV-1910,Shaft Sleeve 60mm,13,298.60,Seal & Gasket Warehouse,Engineering
BRG-1043,Thrust Ball Bearing 30206,82,15.04,Pipe & Fitting Co,Maintenance
BRG-1070,SELF-ALIGNING BEARING 6205,288,63.86,SKF Global,Production
PIP-1417,carbon steel pipe sch80 3/4in x 6m,135,138.11,Seal & Gasket Warehouse,Production
ELC-2095,Push Button Switch 25A,2,43.38,Seal & Gasket Warehouse,Quality
NUT-1283,acorn nut m12,6510,2.48,Pump Solutions Ltd,Warehouse
NUT-1283,acorn nut m12,6510,2.48,Pump Solutions Ltd,Warehouse
FLG-1537,threaded flange 2in 150#,51,279.70,National Bolt & Nut,Utilities
WSH-1372,Sealing Washer M10,3810,0.08,SKF Global,Safety
ELC-2039,Circuit Breaker 25A,20,11.30,Valve World Inc,Quality
FLT-1782,Oil Filter Element 100 Micron,58,25.75,Pump Solutions Ltd,Quality
WSH-1308,Flat Washer 3/4in,7217,0.19,Pump Solutions Ltd,Safety
BLT-1124,Carriage Bolt M12x60,3323,4.19,Seal & Gasket Warehouse,Utilities
BLT-1124,Carriage Bolt M12x60,3323,4.19,Seal & Gasket Warehouse,Utilities
PIP-1415,  SS Pipe SCH10 6in x 6m ,24,151.77,Pump Solutions Ltd,Safety
PMP-1874,Centrifugal Pump 3in 20HP,1,4866.32,Pipe & Fitting Co,Engineering
BLT-1126,Carriage Bolt M20x100,272,5.63,Seal & Gasket Warehouse,Production
PIP-1404,Steel Pipe SCH40 2in x 6m,59,233.57,Pump Solutions Ltd,Engineering
BLT-1114,Socket Head Cap Screw M12x60,4377,5.18,Pump Solutions Ltd,Operations
NUT-1213,Lock Nut Nylon Insert M12,5928,2.04,SKF Global,Production
NUT-1210,Lock Nut Nylon Insert M6,6891,2.17,Timken Industrial,Warehouse
SLV-1913,Shaft Sleeve 100mm,28,79.82,Timken Industrial,Maintenance
PRS-1707,Level Transmitter 2in line,9,121.30,SKF Global,Maintenance
HSE-1733,HYDRAULIC HOSE 3/4IN X 3M,41,19.13,Timken Industrial,Utilities
BRG-1088,Cylindrical Roller Bearing 51105,132,110.55,Seal & Gasket Warehouse,Maintenance
BRG-1081,cylindrical roller bearing 6208,290,41.76,Timken Industrial,Utilities
GSK-1632,Spiral Wound Gasket 1in 150#,64,51.19,Pump Solutions Ltd,Safety
ORG-2022,Lip Seal 15mm ID,90,2.51,Timken Industrial,Engineering
PMP-1879,DIAPHRAGM PUMP 2IN 15HP,5,1744.72,Pump Solutions Ltd,Maintenance
PRS-1697,Flow Meter 0-500psi,22,383.61,Pump Solutions Ltd,Quality
WSH-1326,Spring Washer 1/2in,505,1.89,National Bolt & Nut,Maintenance
ORG-1990,O-RING BUNA-N 15MM ID,379,37.34,Pipe & Fitting Co,Quality
BLT-1184,Structural Bolt M12x60,2036,7.93,Electrical Supply House,Safety
HSE-1744,HYDRAULIC FITTING 3/8IN,23,545.26,Pipe & Fitting Co,Engineering
BLT-1109,Hex Bolt 3/4x4in,4146,7.65,Seal & Gasket Warehouse,Maintenance
WSH-1319,Lock Washer 1in,9274,1.12,Pump Solutions Ltd,Utilities
WSH-1326,  Spring Washer 1/2in ,5553,1.95,Pump Solutions Ltd,Utilities
WSH-1326,  Spring Washer 1/2in ,5553,1.95,Pump Solutions Ltd,Utilities
PMP-1883,Gear Pump 1.5in 7.5HP,4,5698.41,Pipe & Fitting Co,Operations
PRS-1726,RTD Sensor PT100 0-150C,2,60.07,National Bolt & Nut,Quality
MTR-1867,Explosion Proof Motor 15HP,4,1981.06,National Bolt & Nut,Safety
ORG-2017,Oil Seal 30mm ID,273,13.40,Timken Industrial,Production
NUT-1211,Lock Nut Nylon Insert M8,4846,1.25,SKF Global,Quality
ORG-1998,O-Ring Viton 15mm ID,400,9.69,National Bolt & Nut,Quality
BLT-1191,Lag Bolt M8x30,2506,3.17,National Bolt & Nut,Operations
BRG-1007,Deep Groove Ball Bearing NU210,41,102.71,Pipe & Fitting Co,Maintenance
HSE-1776,QUICK DISCONNECT COUPLING 3/8IN,47,498.62,National Bolt & Nut,Quality
PIP-1462,Chrome Moly Pipe 4in x 6m,7,127.24,National Bolt & Nut,Utilities
VLV-1571,Globe Valve 1.5in,35,802.86,Timken Industrial,Production
FLT-1802,Water Filter Cartridge 5 Micron,57,100.24,Electrical Supply House,Warehouse
WSH-1371,Sealing Washer M8,6016,1.57,Pump Solutions Ltd,Engineering
BRG-1013,Tapered Roller Bearing 30206,176,71.28,Pump Solutions Ltd,Quality
BRG-1081,Cylindrical Roller Bearing 6208,83,117.84,SKF Global,Operations
NUT-1259,Castle Nut 1in,9967,2.09,SKF Global,Operations
BRG-1046,Thrust Ball Bearing 22210,101,89.70,Electrical Supply House,Utilities
PRS-1681,PRESSURE GAUGE 0-100PSI,29,299.64,Timken Industrial,Production
FLT-1810,bag filter 25 micron,100,172.61,Valve World Inc,Maintenance
BLT-1196,Lag Bolt M20x100,1443,0.97,Pump Solutions Ltd,Maintenance
PMP-1905,Booster Pump 4in 25HP,2,7925.65,Electrical Supply House,Warehouse
WSH-1369,Tab Washer 1in,3623,0.34,Electrical Supply House,Engineering
BRG-1019,Tapered Roller Bearing UC205,182,13.64,Timken Industrial,Quality
SLV-1952,Mechanical Seal 80mm,23,118.65,National Bolt & Nut,Operations
PRS-1705,Level Transmitter 0-150C,6,112.76,Seal & Gasket Warehouse,Warehouse
MTR-1863,Explosion Proof Motor 3HP,4,906.71,Pump Solutions Ltd,Quality
PRS-1697,Flow Meter 0-500psi,10,339.84,Timken Industrial,Operations
ORG-2032,V-Ring Seal 25mm ID,451,44.87,Pipe & Fitting Co,Maintenance
WLD-2108,WELDING ROD E7018 3.2MM X 5KG,12,25.94,SKF Global,Warehouse
BLT-1120,Carriage Bolt M6x20,1829,6.34,Valve World Inc,Safety
BLT-1196,Lag Bolt M20x100,1897,5.80,Timken Industrial,Operations
FLT-1796,fuel filter 5 micron,5,108.16,Valve World Inc,Engineering
ELB-1489,Street Elbow 90deg 3/4in,199,6.16,Valve World Inc,Operations
FLG-1531,Socket Weld Flange 4in 150#,99,273.05,Seal & Gasket Warehouse,Safety
BRG-1050,Needle Roller Bearing 6205,282,51.75,Seal & Gasket Warehouse,Operations
NUT-1219,Lock Nut Nylon Insert 1in,2892,0.77,Pipe & Fitting Co,Maintenance
VLV-1574,Globe Valve 4in,18,113.30,Timken Industrial,Production
PRS-1704,level transmitter 0-500psi,19,349.34,Pipe & Fitting Co,Safety
SLV-1908,Shaft Sleeve 40mm,7,213.32,National Bolt & Nut,Engineering
VLV-1580,Check Valve Swing 2in,3,413.06,SKF Global,Maintenance
MTR-1831,gear motor 1hp,10,1206.73,Electrical Supply House,Warehouse
LUB-1960,Hydraulic Oil 1kg,33,397.87,Timken Industrial,Production
LUB-1958,Bearing Grease 200L,22,376.48,National Bolt & Nut,Safety
ELC-2043,Circuit Breaker 100A,43,129.45,National Bolt & Nut,Warehouse
SLV-1919,Shaft Coupling 75mm,8,151.27,Seal & Gasket Warehouse,Safety
SLV-1946,Mechanical Seal 25mm,35,107.92,Pump Solutions Ltd,Maintenance
WSH-1321,Spring Washer M8,778,1.98,Seal & Gasket Warehouse,Warehouse
LUB-1975,Chain Lubricant 1kg,46,214.13,National Bolt & Nut,Warehouse
MTR-1840,Servo Motor 0.5HP,2,2086.42,SKF Global,Maintenance
NUT-1252,Castle Nut M10,1053,0.24,Pump Solutions Ltd,Utilities
LUB-1976,Chain Lubricant 5L,17,412.55,Pipe & Fitting Co,Operations
WSH-1385,Fiber Washer M20,1573,0.79,Pump Solutions Ltd,Quality
ELB-1492,STREET ELBOW 90DEG 2IN,120,34.67,Timken Industrial,Quality
FLG-1545,Lap Joint Flange 2in 150#,21,262.57,SKF Global,Maintenance
FLG-1546,Lap Joint Flange 3in 150#,52,19.21,Pump Solutions Ltd,Operations
VLV-1627,Solenoid Valve 1.5in,16,37.34,Pump Solutions Ltd,Warehouse
LUB-1973,COMPRESSOR OIL 200L,45,203.00,Seal & Gasket Warehouse,Production
VLV-1599,Needle Valve 6in,41,666.72,Pipe & Fitting Co,Operations
MTR-1844,Servo Motor 5HP,5,2435.16,Valve World Inc,Maintenance
BRG-1065,Pillow Block Bearing 7208,204,90.71,National Bolt & Nut,Utilities
HSE-1751,Hydraulic Cylinder 1/4in,32,60.88,Pipe & Fitting Co,Engineering
WSH-1319,Lock Washer 1in,1512,1.84,Pump Solutions Ltd,Maintenance
WSH-1318,LOCK WASHER 3/4IN,5756,1.32,Seal & Gasket Warehouse,Quality
WSH-1338,Belleville Washer 3/4in,8770,1.66,Seal & Gasket Warehouse,Utilities
HSE-1730,  Hydraulic Hose 1/4in x 1m ,23,89.89,Pump Solutions Ltd,Production
ELC-2096,push button switch 32a,10,316.35,SKF Global,Warehouse
PMP-1897,Screw Pump 2in 15HP,3,1310.31,Timken Industrial,Safety
PIP-1438,PVC Pipe SCH40 4in x 6m,148,152.03,Valve World Inc,Warehouse
PIP-1438,PVC Pipe SCH40 4in x 6m,148,152.03,Valve World Inc,Warehouse
BLT-1150,u-bolt m6x20,3328,5.66,Pipe & Fitting Co,Warehouse
PRS-1712,Pressure Transmitter 0-150C,16,91.88,Electrical Supply House,Engineering
ELB-1502,Reducing Elbow 4in,152,32.59,Pipe & Fitting Co,Engineering
PIP-1426,Galvanized Pipe 1in x 6m,196,122.65,National Bolt & Nut,Engineering
WSH-1332,Belleville Washer M10,5623,0.44,Valve World Inc,Warehouse
PRS-1703,Level Transmitter 0-200psi,27,199.90,Valve World Inc,Safety
PRS-1705,Level Transmitter 0-150C,22,211.89,Timken Industrial,Safety
LUB-1977,Chain Lubricant 20L,49,365.57,Timken Industrial,Safety
FLT-1798,Fuel Filter 25 Micron,52,149.06,Valve World Inc,Production
VLV-1623,  Relief Valve 6in ,41,499.39,Pump Solutions Ltd,Safety
PRS-1708,Level Transmitter 4in line,24,148.15,Valve World Inc,Utilities
BRG-1054,Needle Roller Bearing 30208,368,81.26,Pipe & Fitting Co,Utilities
BLT-1185,Structural Bolt M16x80,1987,0.11,National Bolt & Nut,Maintenance
HSE-1773,Quick Disconnect Coupling 3/4in x 3m,23,353.19,National Bolt & Nut,Utilities
BRG-1031,Spherical Roller Bearing 6208,473,114.42,National Bolt & Nut,Maintenance
HSE-1746,Hydraulic Cylinder 1/4in x 1m,24,256.89,SKF Global,Maintenance
ELB-1465,Elbow 90deg 3/4in,178,12.30,Timken Industrial,Utilities
NUT-1286,Acorn Nut 1/2in,3368,0.92,Valve World Inc,Production
BLT-1178,Anchor Bolt 5/8x3in,1093,7.51,Pipe & Fitting Co,Operations
FLG-1535,  Socket Weld Flange 6in 300# ,75,53.32,Valve World Inc,Safety
ELC-2073,Terminal Block 40A,36,218.60,Electrical Supply House,Quality
PIP-1448,Copper Tube Type L 1/2in x 6m,92,287.61,Pipe & Fitting Co,Operations
NUT-1286,Acorn Nut 1/2in,9789,2.79,SKF Global,Engineering
ELC-2059,Overload Relay 100A,28,43.86,Electrical Supply House,Maintenance
WSH-1345,Fender Washer M20,7184,1.17,Pipe & Fitting Co,Engineering
BLT-1102,Hex Bolt M10x40,4676,4.24,Electrical Supply House,Quality
SLV-1920,Shaft Coupling 80mm,31,72.53,Timken Industrial,Quality
NUT-1210,Lock Nut Nylon Insert M6,8280,1.51,National Bolt & Nut,Engineering
VLV-1567,Gate Valve 6in,19,126.21,Pipe & Fitting Co,Maintenance
HSE-1764,Hydraulic Filter 1/2in x 3m,49,661.34,Valve World Inc,Production
MTR-1830,Gear Motor 0.5HP,10,942.02,Electrical Supply House,Warehouse
NUT-1267,CAGE NUT 5/8IN,2746,2.60,Electrical Supply House,Safety
HSE-1766,Hydraulic Filter 1in x 5m,5,538.27,SKF Global,Maintenance
BRG-1071,Self-Aligning Bearing 6208,182,61.47,Seal & Gasket Warehouse,Production
WSH-1350,Wave Washer M6,2505,0.84,SKF Global,Utilities
GSK-1643,Ring Joint Gasket 6in 150#,142,19.79,Electrical Supply House,Maintenance
NUT-1280,Acorn Nut M6,2085,2.32,Pipe & Fitting Co,Warehouse
PRS-1708,level transmitter 4in line,7,156.38,Pump Solutions Ltd,Maintenance
ELC-2052,Contactor 160A,9,329.40,Timken Industrial,Engineering
SLV-1908,Shaft Sleeve 40mm,6,256.32,Pump Solutions Ltd,Quality
HSE-1736,Hydraulic Hose 3/8in,9,31.72,Valve World Inc,Maintenance
VLV-1555,Ball Valve Full Port 1.5in,35,222.14,SKF Global,Warehouse
PIP-1429,Galvanized Pipe 3in x 6m,9,111.12,Pipe & Fitting Co,Operations
HSE-1765,HYDRAULIC FILTER 3/4IN X 3M,9,53.55,SKF Global,Production
BRG-1045,Thrust Ball Bearing 7208,201,108.03,SKF Global,Warehouse
GSK-1678,Metal Jacketed Gasket 6in 150#,174,27.36,Valve World Inc,Maintenance
NUT-1282,Acorn Nut M10,3027,0.25,Timken Industrial,Engineering
ORG-2026,Lip Seal 40mm ID,87,29.34,Electrical Supply House,Safety
MTR-1845,Servo Motor 7.5HP,4,1225.56,Valve World Inc,Utilities
MTR-1829,Electric Motor 3Phase 25HP,8,2669.96,National Bolt & Nut,Quality
SLV-1907,Shaft Sleeve 30mm,32,296.57,SKF Global,Maintenance
MTR-1865,  Explosion Proof Motor 7.5HP ,1,2480.79,SKF Global,Production
ORG-1991,O-Ring Buna-N 20mm ID,295,40.54,Electrical Supply House,Warehouse
BRG-1070,Self-Aligning Bearing 6205,217,79.32,National Bolt & Nut,Quality
WSH-1343,Fender Washer M12,7266,1.78,SKF Global,Operations
WSH-1343,Fender Washer M12,7266,1.78,SKF Global,Operations
WSH-1301,FLAT WASHER M8,910,1.28,Electrical Supply House,Maintenance
BRG-1017,Tapered Roller Bearing NU210,456,112.70,Timken Industrial,Maintenance
HSE-1736,Hydraulic Hose 3/8in,40,318.06,Electrical Supply House,Operations
MTR-1827,Electric Motor 3Phase 15HP,10,2132.54,Pipe & Fitting Co,Maintenance
ELC-2076,Terminal Block 160A,41,302.70,National Bolt & Nut,Operations
FLT-1780,Oil Filter Element 25 Micron,72,178.77,Pipe & Fitting Co,Quality
WLD-2109,welding rod e7018 4.0mm x 5kg,15,62.80,Timken Industrial,Operations
ELC-2061,Control Transformer 10A,4,191.53,Seal & Gasket Warehouse,Safety
NUT-1237,Coupling Nut 5/8in,9762,1.24,Valve World Inc,Production
GSK-1638,spiral wound gasket 2in 300#,133,64.71,Pipe & Fitting Co,Maintenance
PIP-1430,Galvanized Pipe 4in x 6m,191,177.63,National Bolt & Nut,Production
WSH-1399,COPPER WASHER 1IN,7959,0.06,Seal & Gasket Warehouse,Production
WSH-1399,COPPER WASHER 1IN,7959,0.06,Seal & Gasket Warehouse,Production
FLG-1519,Slip-On Flange 6in 300#,84,92.86,Pipe & Fitting Co,Warehouse
WLD-2127,Flux Core Wire E71T-1 4.0mm x 5kg,6,76.72,Valve World Inc,Operations
VLV-1625,Solenoid Valve 3/4in,15,245.16,Seal & Gasket Warehouse,Quality
FLG-1525,Blind Flange 2in 300#,7,248.72,Pipe & Fitting Co,Utilities
MTR-1843,Servo Motor 3HP,9,672.36,Timken Industrial,Production
NUT-1261,cage nut m8,1884,2.68,Pipe & Fitting Co,Warehouse
FLG-1511,Weld Neck Flange 6in 300#,32,144.64,Electrical Supply House,Operations
MTR-1866,Explosion Proof Motor 10HP,8,222.94,Timken Industrial,Engineering
NUT-1267,Cage Nut 5/8in,7234,0.46,Electrical Supply House,Engineering
VLV-1611,Diaphragm Valve 1.5in,9,543.17,Timken Industrial,Warehouse
PMP-1872,Centrifugal Pump 2in 10HP,3,3895.08,SKF Global,Operations
VLV-1604,Plug Valve 2in,27,113.52,Electrical Supply House,Warehouse
BLT-1149,eye bolt 3/4x4in,3996,5.92,National Bolt & Nut,Operations
WLD-2108,welding rod e7018 3.2mm x 5kg,80,79.14,Seal & Gasket Warehouse,Operations
ELB-1482,Long Radius Elbow 90deg 1in,138,74.60,Pipe & Fitting Co,Warehouse
PIP-1444,CPVC Pipe 2in x 6m,154,301.58,Valve World Inc,Production
FLT-1812,BAG FILTER 100 MICRON,12,176.26,SKF Global,Maintenance
ORG-2026,Lip Seal 40mm ID,462,13.53,Electrical Supply House,Safety
FLG-1544,Lap Joint Flange 1in 150#,72,129.70,Pipe & Fitting Co,Safety
ORG-1989,O-Ring Buna-N 10mm ID,371,18.43,Pipe & Fitting Co,Quality
PIP-1442,CPVC Pipe 1in x 6m,119,190.93,SKF Global,Utilities
BRG-1071,Self-Aligning Bearing 6208,130,75.12,SKF Global,Quality
BRG-1071,Self-Aligning Bearing 6208,130,75.12,SKF Global,Quality
SLV-1925,Shaft Collar 50mm,23,259.43,Valve World Inc,Utilities
NUT-1205,HEX NUT M20,3620,1.51,Pipe & Fitting Co,Quality
NUT-1285,Acorn Nut M20,6737,1.80,Timken Industrial,Maintenance
PRS-1726,RTD SENSOR PT100 0-150C,15,173.05,Electrical Supply House,Maintenance
MTR-1833,Gear Motor 3HP,3,3338.47,National Bolt & Nut,Utilities
NUT-1252,Castle Nut M10,9935,1.13,Timken Industrial,Operations
NUT-1232,Coupling Nut M10,6781,2.74,SKF Global,Safety
BLT-1179,Anchor Bolt 3/4x4in,4994,6.90,Electrical Supply House,Warehouse
BRG-1042,Thrust Ball Bearing 6310,66,111.15,Valve World Inc,Safety
VLV-1612,Diaphragm Valve 2in,34,156.07,Electrical Supply House,Production
PIP-1458,Chrome Moly Pipe 1in x 6m,33,305.18,Electrical Supply House,Engineering
ELC-2061,Control Transformer 10A,42,209.98,Pipe & Fitting Co,Operations
BRG-1095,Flanged Bearing Unit 7208,113,109.54,Seal & Gasket Warehouse,Operations
GSK-1639,Ring Joint Gasket 1in 150#,63,41.49,Seal & Gasket Warehouse,Quality
VLV-1595,Needle Valve 1.5in,19,556.84,Pipe & Fitting Co,Production
VLV-1595,Needle Valve 1.5in,19,556.84,Pipe & Fitting Co,Production
WSH-1345,Fender Washer M20,6851,0.98,National Bolt & Nut,Maintenance
PRS-1688,Temperature Gauge 0-100psi,25,363.93,SKF Global,Quality
NUT-1246,Wing Nut 1/2in,2619,1.60,Electrical Supply House,Maintenance
FLT-1781,Oil Filter Element 50 Micron,53,44.52,Pipe & Fitting Co,Warehouse
PIP-1423,Carbon Steel Pipe SCH80 6in x 6m,84,281.82,Seal & Gasket Warehouse,Quality
LUB-1976,Chain Lubricant 5L,16,192.93,Electrical Supply House,Warehouse
SLV-1947,Mechanical Seal 30mm,20,99.81,SKF Global,Maintenance
FLG-1543,Threaded Flange 6in 300#,65,133.92,National Bolt & Nut,Safety
BLT-1124,Carriage Bolt M12x60,4463,3.48,Pipe & Fitting Co,Safety
PIP-1442,CPVC Pipe 1in x 6m,77,296.23,Pipe & Fitting Co,Engineering
NUT-1200,Hex Nut M6,663,1.50,Pump Solutions Ltd,Production
WSH-1333,Belleville Washer M12,6739,0.31,Timken Industrial,Operations
WSH-1373,Sealing Washer M12,1837,0.27,Pump Solutions Ltd,Utilities
PRS-1718,Thermocouple Type K 0-500psi,20,41.34,SKF Global,Maintenance
VLV-1585,Butterfly Valve 3/4in,27,703.19,Timken Industrial,Maintenance
FLT-1799,Fuel Filter 50 Micron,5,166.01,Valve World Inc,Quality
ELC-2084,Cable Gland 160A,9,140.12,Pump Solutions Ltd,Safety
ELC-2077,Cable Gland 10A,15,247.67,Seal & Gasket Warehouse,Operations
HSE-1756,Hydraulic Pump 1/2in x 3m,19,28.38,Pump Solutions Ltd,Utilities
HSE-1756,Hydraulic Pump 1/2in x 3m,19,28.38,Pump Solutions Ltd,Utilities
BLT-1121,Carriage Bolt M8x30,4910,6.92,Seal & Gasket Warehouse,Safety
PIP-1440,CPVC PIPE 1/2IN X 6M,187,242.46,Pump Solutions Ltd,Warehouse
NUT-1236,Coupling Nut 1/2in,911,1.75,National Bolt & Nut,Safety
BRG-1036,Spherical Roller Bearing 22210,306,10.57,Timken Industrial,Utilities
BRG-1031,Spherical Roller Bearing 6208,477,60.40,Timken Industrial,Engineering
VLV-1555,Ball Valve Full Port 1.5in,47,516.21,Timken Industrial,Utilities
PRS-1703,Level Transmitter 0-200psi,12,43.47,SKF Global,Maintenance
BLT-1180,STRUCTURAL BOLT M6X20,2438,0.97,Seal & Gasket Warehouse,Quality
BRG-1054,Needle Roller Bearing 30208,316,22.40,Pump Solutions Ltd,Engineering
BRG-1024,Angular Contact Bearing 30208,443,81.39,Pump Solutions Ltd,Operations
NUT-1295,t-nut m20,7147,1.39,Timken Industrial,Utilities
ELB-1482,long radius elbow 90deg 1in,147,66.91,Pipe & Fitting Co,Utilities
FLG-1530,Socket Weld Flange 3in 150#,43,45.51,SKF Global,Engineering
VLV-1585,Butterfly Valve 3/4in,34,671.18,SKF Global,Operations
BRG-1062,Pillow Block Bearing 6310,62,87.52,Seal & Gasket Warehouse,Production
BLT-1192,LAG BOLT M10X40,1702,0.82,Pump Solutions Ltd,Utilities
FLT-1796,Fuel Filter 5 Micron,50,82.19,Pump Solutions Ltd,Production
ORG-2031,V-Ring Seal 20mm ID,494,25.45,Pipe & Fitting Co,Utilities
WSH-1379,Sealing Washer 1in,6814,0.90,Pipe & Fitting Co,Operations
LUB-1984,Penetrating Oil 400g,37,106.72,Valve World Inc,Warehouse
LUB-1984,Penetrating Oil 400g,37,106.72,Valve World Inc,Warehouse
GSK-1655,RUBBER GASKET 3IN 150#,148,26.44,Valve World Inc,Operations
ELC-2046,Contactor 16A,15,76.29,Pipe & Fitting Co,Warehouse
HSE-1770,Quick Disconnect Coupling 1/4in x 1m,14,672.69,Pump Solutions Ltd,Warehouse
FLT-1796,Fuel Filter 5 Micron,72,166.06,National Bolt & Nut,Engineering
NUT-1236,Coupling Nut 1/2in,9249,1.05,Seal & Gasket Warehouse,Operations
BLT-1184,Structural Bolt M12x60,4896,4.01,Pump Solutions Ltd,Engineering
VLV-1586,Butterfly Valve 1in,35,448.62,SKF Global,Operations
BRG-1055,Needle Roller Bearing 7208,136,53.75,Seal & Gasket Warehouse,Engineering
LUB-1958,Bearing Grease 200L,3,241.39,Pipe & Fitting Co,Quality
LUB-1958,Bearing Grease 200L,3,241.39,Pipe & Fitting Co,Quality
PIP-1442,CPVC Pipe 1in x 6m,128,212.72,Timken Industrial,Maintenance
VLV-1580,check valve swing 2in,45,393.28,Pipe & Fitting Co,Safety
BRG-1044,Thrust Ball Bearing 30208,238,111.90,National Bolt & Nut,Utilities
HSE-1764,Hydraulic Filter 1/2in x 3m,13,205.79,National Bolt & Nut,Quality
BLT-1199,LAG BOLT 3/4X4IN,3925,5.83,Timken Industrial,Operations
VLV-1602,Plug Valve 1in,46,648.95,Electrical Supply House,Production
VLV-1602,Plug Valve 1in,46,648.95,Electrical Supply House,Production
GSK-1633,Spiral Wound Gasket 2in 150#,78,53.06,Electrical Supply House,Utilities
BRG-1019,Tapered Roller Bearing UC205,73,109.54,National Bolt & Nut,Operations
ELB-1487,Long Radius Elbow 90deg 6in,75,45.77,National Bolt & Nut,Utilities
SLV-1947,Mechanical Seal 30mm,8,100.98,Electrical Supply House,Quality
WSH-1355,Wave Washer M20,9921,1.05,Electrical Supply House,Maintenance
HSE-1740,  Hydraulic Fitting 1/2in x 3m ,7,672.41,Pipe & Fitting Co,Utilities
VLV-1569,Globe Valve 3/4in,50,159.89,Pipe & Fitting Co,Engineering
GSK-1647,PTFE Envelope Gasket 2in 150#,124,33.08,National Bolt & Nut,Safety
ELC-2068,Control Transformer 160A,25,105.70,Electrical Supply House,Safety
BRG-1005,Deep Groove Ball Bearing 7208,186,33.15,SKF Global,Production
WSH-1393,Copper Washer M12,7971,0.38,Seal & Gasket Warehouse,Production
NUT-1268,Cage Nut 3/4in,4472,1.86,Pipe & Fitting Co,Utilities
BRG-1084,Cylindrical Roller Bearing 30208,467,71.67,Pump Solutions Ltd,Production
MTR-1850,stepper motor 0.5hp,7,2142.25,Valve World Inc,Maintenance
NUT-1281,Acorn Nut M8,2200,1.75,Seal & Gasket Warehouse,Operations
ORG-1999,O-Ring Viton 20mm ID,366,25.33,SKF Global,Operations
